E_x	E_y	E_z
2.773064	1.003442	0.466448
2.619642	1.214874	0.539384
2.635777	1.052746	0.425846
2.629511	1.046177	0.477881
2.633287	1.089434	0.645271
2.675509	1.063245	0.463951
2.397925	1.143698	0.602245
2.521669	1.261455	0.443311
2.593686	1.212877	0.572901
2.505850	1.189761	0.501732
2.562312	1.348547	0.684851
2.489017	1.365587	0.496116
2.417460	1.391645	0.793027
2.460566	1.550182	0.713760
2.325356	1.487316	0.710395
2.276402	1.495356	0.702217
2.433999	1.415698	0.834194
2.208793	1.518142	0.859393
2.298297	1.765956	0.859012
2.361265	1.765912	0.816096
2.195035	1.870520	0.798943
2.082281	1.808237	0.729692
2.102858	1.744778	0.922108
2.118356	1.905758	1.074834
1.904663	2.086389	1.030812
1.846182	2.255888	1.006603
1.869859	2.002368	1.026044
1.887159	2.170485	1.051200
1.905667	2.187947	0.959106
1.809004	2.092816	1.161035
1.709514	2.334898	1.262790
1.675435	2.453210	1.160801
1.842731	2.395695	1.158561
1.728596	2.438159	1.185890
1.608328	2.513364	1.376060
1.467655	2.562226	1.347553
1.597326	2.700263	1.319187
1.540761	2.685552	1.354982
1.498900	2.716361	1.319964
1.457821	2.671845	1.490270
1.239560	2.772044	1.409680
1.334637	2.793543	1.459472
1.486663	2.596265	1.541244
1.371092	2.868281	1.507552
1.346963	2.884671	1.434447
1.246019	2.937702	1.414753
1.328353	2.831453	1.500917
1.381659	2.910880	1.385720
1.326262	2.865665	1.632248
1.371880	2.956825	1.494551
1.345112	2.854473	1.478800
1.430121	2.970102	1.516202
1.479816	2.785184	1.453953
1.344854	2.868211	1.451999
1.464720	2.758487	1.474090
1.474688	2.653762	1.620032
1.417446	2.633874	1.460957
1.458960	2.753538	1.509821
1.532468	2.752890	1.453872
1.490649	2.831638	1.292108
1.533036	2.668468	1.445358
1.485281	2.495259	1.375890
1.597488	2.697676	1.247151
1.692529	2.721075	1.291017
1.540225	2.468370	1.296035
1.711910	2.407904	1.386072
1.619946	2.273362	1.325798
1.568043	2.338411	1.449006
1.773893	2.218157	1.182394
1.808049	2.261540	1.207135
1.771747	2.322330	1.145982
1.942616	2.094137	1.193696
1.907704	2.106980	0.996461
1.891383	2.082347	1.002134
1.941423	1.926937	1.056643
1.997567	1.910896	0.974149
1.940049	1.754254	0.967152
2.067340	1.889256	0.983584
2.214828	1.892662	0.874343
2.247182	1.659509	1.034484
2.384114	1.652585	0.850134
2.373168	1.590415	0.743197
2.371556	1.558696	0.778308
2.276991	1.377150	0.755381
2.439620	1.444191	0.819547
2.349644	1.339345	0.682076
1.975678	2.516216	1.091913
1.789906	2.568910	1.030696
1.975413	2.454252	0.684739
1.904396	2.373793	0.787474
2.003756	2.352937	0.754093
1.957262	2.292771	0.855888
2.029031	2.268495	0.694279
2.145652	2.300777	0.458030
2.237986	2.332657	0.566727
2.128926	2.148625	0.549330
2.258316	1.993134	0.484311
2.395662	2.025677	0.625277
2.344445	1.915385	0.545418
2.345262	1.972500	0.483911
2.424551	2.015283	0.523831
2.452864	1.814747	0.372135
2.674583	1.928293	0.559937
2.588285	1.848635	0.381915
2.508709	1.657391	0.340311
2.628019	1.700835	0.352165
2.624691	1.636687	0.272464
2.505822	1.603543	0.197578
2.533632	1.733306	0.216167
2.627230	1.552275	0.366801
2.730175	1.619590	0.297811
2.626056	1.431981	0.420000
2.595368	1.539660	0.356009
2.617028	1.538306	0.339078
2.791949	1.397995	0.193434
2.625452	1.423884	0.305211
2.632196	1.242436	0.349918
2.805305	1.400325	0.376863
2.693341	1.377720	0.420292
2.670471	1.309551	0.312573
2.609974	1.344308	0.372949
2.637520	1.344166	0.485956
2.692980	1.310336	0.354518
2.551311	1.303846	0.346256
2.659442	1.310091	0.545956
2.633570	1.253845	0.595767
2.496639	1.291807	0.531960
2.601490	1.284754	0.681146
2.305717	1.411486	0.747909
2.421625	1.318762	0.740633
2.552283	1.219011	0.812090
2.277026	1.367842	0.778645
2.276656	1.389174	0.756787
2.348109	1.278477	0.927584
2.207479	1.350660	0.947986
2.075312	1.469162	0.872067
2.186020	1.426709	0.991020
2.132203	1.469978	1.066459
1.954907	1.609017	1.248852
2.235872	1.604087	1.220806
1.850816	1.747124	1.264464
1.906036	1.765849	1.230887
1.866180	1.748669	1.212941
1.935756	1.674933	1.255479
1.750076	1.853199	1.328170
1.677103	1.793734	1.410712
1.650424	1.796356	1.608486
1.636299	1.902548	1.457807
1.632288	2.017716	1.589718
1.605346	1.922835	1.645359
1.587041	2.189737	1.410312
1.576380	2.248010	1.578861
1.514111	2.170010	1.587633
1.478804	2.165647	1.604138
1.567565	2.267931	1.689022
1.511346	2.254951	1.628490
1.383022	2.315233	1.620681
1.370516	2.315444	1.870212
1.182201	2.378307	1.848182
1.384032	2.484334	1.731233
1.312017	2.294011	1.741232
1.293639	2.434595	1.687553
1.475026	2.705456	1.737502
1.304297	2.465161	1.749683
1.470526	2.561033	1.526571
1.387386	2.677286	1.573672
1.353363	2.658590	1.671953
1.286469	2.719795	1.629281
1.242673	2.506150	1.733540
1.411198	2.680062	1.582826
1.338716	2.603675	1.557877
1.235331	2.637286	1.538928
1.458463	2.694844	1.591617
1.534657	2.779739	1.534893
1.457392	2.626534	1.520695
1.607703	2.722649	1.572716
1.394610	2.604521	1.455056
1.558133	2.780926	1.350177
1.504355	2.654934	1.195392
1.517685	2.729746	1.333558
1.664032	2.510947	1.197896
1.580871	2.708905	1.136769
1.628573	2.601038	1.087581
1.859710	2.519420	0.985149
1.626399	2.545635	1.002082
1.720992	2.608344	1.048228
2.226816	1.344074	0.931228
2.287060	1.217023	0.993848
2.186132	1.273544	1.103732
2.160721	1.166796	0.963249
2.251497	1.310332	1.079333
2.104672	1.336940	1.071767
2.131133	1.257821	1.114031
2.025315	1.299405	1.222868
2.055410	1.068536	1.210219
1.972855	1.478282	1.232965
1.978895	1.500325	1.257401
1.960830	1.353285	1.358501
1.835923	1.386187	1.639371
1.924782	1.553577	1.509254
1.706829	1.532570	1.588049
1.729838	1.609350	1.593585
1.900121	1.541484	1.489443
1.702433	1.718072	1.463334
1.543853	1.656265	1.593554
1.670199	1.761026	1.609065
1.501112	1.885278	1.596856
1.535571	1.857615	1.661247
1.585206	1.854846	1.787009
1.541564	1.977165	1.558371
1.601915	1.845286	1.831398
1.535775	1.903234	1.785180
1.574214	2.047482	1.662266
1.455010	2.044675	1.737448
1.533677	1.939322	1.763685
1.443937	2.072647	1.678017
1.439986	1.910003	1.673246
1.382971	2.263868	1.654645
1.427325	2.382502	1.775973
1.508171	2.271190	1.725636
1.422253	2.334578	1.696390
1.396572	2.500460	1.631728
1.491524	2.535289	1.696595
1.345512	2.495405	1.656013
1.526315	2.412599	1.513536
1.544438	2.471025	1.508675
1.600593	2.554506	1.442843
1.431221	2.610732	1.361562
1.495157	2.636098	1.521322
1.582397	2.580419	1.472899
1.530373	2.561610	1.330697
1.683007	2.684361	1.302239
1.721953	2.579591	1.161366
1.503605	2.727099	1.225722
1.767641	2.726804	1.137512
1.680615	2.723912	0.996356
1.913586	2.757734	1.090912
1.787445	2.772716	1.017741
1.726004	2.762338	1.010218
1.745557	2.818788	0.956374
1.894766	2.808866	0.889361
1.898177	2.754500	0.787153
1.913341	2.689646	0.724250
2.118356	2.558425	0.653856
2.078571	2.698537	0.630526
2.061101	2.733603	0.662642
2.245954	2.470170	0.675736
2.173814	2.639873	0.568676
2.099476	2.577574	0.607162
2.200891	2.591315	0.433371
2.172442	2.409792	0.446608
2.298723	2.453439	0.638972
2.269247	2.413072	0.421554
2.238040	2.365866	0.470669
2.324407	2.270813	0.291669
2.310805	2.294651	0.428108
2.271358	2.222748	0.329614
2.260193	2.140846	0.250745
2.362248	2.173569	0.275451
2.402825	2.146446	0.405349
2.588152	1.924851	0.310940
2.470719	2.035128	0.232277
2.509803	1.989184	0.216188
2.448653	1.898604	0.277620
2.573625	1.950957	0.226408
2.560679	1.914299	0.357279
2.543496	1.781332	0.293520
2.467993	1.739985	0.347260
2.606447	1.691829	0.322827
2.498285	1.723613	0.318537
2.539014	1.603800	0.340252
2.523443	1.641854	0.338556
2.671586	1.665589	0.327114
2.550199	1.471892	0.397699
2.685816	1.464547	0.479758
2.564739	1.381555	0.421357
2.420083	1.361330	0.306557
2.535718	1.555321	0.568146
2.371001	1.328938	0.561179
2.381328	1.420058	0.696527
2.349570	1.390919	0.791898
2.555747	1.535093	0.652667
2.600034	1.280039	0.719936
2.386348	1.252144	0.839303
2.234954	1.269922	0.951565
2.300478	1.293345	0.937145
1.965574	1.664847	1.188146
1.845651	1.482367	1.262652
1.990221	1.662153	1.228235
1.823292	1.604605	1.267936
1.858724	1.674295	1.457935
1.794760	1.815852	1.374265
1.829394	1.916034	1.439335
1.786046	1.889829	1.472267
1.691634	1.954722	1.426661
1.657112	1.951873	1.496193
1.765370	2.140377	1.378874
1.740776	2.077458	1.528267
1.554564	2.160336	1.514890
1.491149	2.243073	1.598477
1.570961	2.346435	1.487472
1.631018	2.124016	1.685255
1.664441	2.313878	1.356058
1.560669	2.270397	1.535418
1.558575	2.350028	1.582194
1.578669	2.534068	1.492847
1.404569	2.572614	1.463985
1.400953	2.637058	1.631849
1.498538	2.731814	1.469461
1.471549	2.554526	1.571751
1.442037	2.686463	1.391582
1.468501	2.735551	1.387820
1.477142	2.767557	1.517254
1.562314	2.655054	1.338681
1.528373	2.746962	1.280895
1.586948	2.745125	1.202886
1.475273	2.713747	1.301344
1.700693	2.779238	1.217760
1.591374	2.741721	1.278052
1.635912	2.862480	1.223731
1.734475	2.840441	1.143443
1.798040	2.794306	1.104023
1.778498	2.919958	1.133667
1.640375	2.742462	1.158686
1.798904	2.786401	1.081226
1.841527	2.705381	1.119134
1.734773	2.743465	1.001347
1.780371	2.662266	1.078739
1.758641	2.611703	1.105049
1.916750	2.462301	0.871897
1.737943	2.541265	0.647565
1.894507	2.495837	0.856580
1.814220	2.554275	0.790697
2.080330	2.618276	0.851163
1.974898	2.623632	0.647067
1.925840	2.428837	0.904833
2.047518	2.380018	0.600936
2.164973	2.422304	0.742730
2.077793	2.253455	0.562310
2.161728	2.179836	0.548104
2.153488	2.177537	0.574643
2.249329	2.172648	0.573510
2.256290	2.044179	0.584779
2.281100	1.957161	0.635025
2.229852	2.027728	0.632914
2.390348	1.974511	0.505461
2.415657	1.973632	0.475218
2.307260	1.719007	0.524021
2.381480	1.911557	0.532234
2.506995	1.726649	0.585494
2.384865	1.790769	0.387567
2.458066	1.538174	0.475805
2.487581	1.603789	0.417955
2.530306	1.592376	0.462943
2.480403	1.756771	0.591111
2.572945	1.552347	0.524017
2.312582	1.431351	0.484387
2.356224	1.360147	0.382698
2.496520	1.475267	0.626987
2.531045	1.310871	0.413629
2.366699	1.259702	0.508201
2.483005	1.253161	0.618332
2.472094	1.307062	0.698111
2.393555	1.317516	0.632787
2.447677	1.335224	0.722479
2.390414	1.240829	0.701744
2.427781	1.287030	0.727128
2.570748	1.120092	0.723426
2.348474	1.274962	0.638968
2.424213	1.180294	0.733805
2.269776	1.193670	0.899667
2.354875	1.279737	0.973371
2.353611	1.197950	0.914371
2.268727	1.212289	0.796624
2.353492	1.234450	0.955923
2.179656	1.312342	0.917002
2.219019	1.364630	1.065440
2.199364	1.188153	1.262555
2.302515	1.399668	1.013412
2.132925	1.332052	1.196218
2.130432	1.343862	1.097240
2.163686	1.554953	1.277756
2.104908	1.450546	0.949945
2.038756	1.506038	1.232707
1.988784	1.445377	1.292269
2.000492	1.636526	1.348704
2.086416	2.917371	0.509515
2.243160	3.025853	0.444750
1.808279	2.967529	0.378046
2.044199	2.855760	0.367214
2.158093	2.775997	0.304435
2.145320	2.943390	0.420406
2.067484	2.823404	0.323848
2.150922	3.004678	0.200411
2.122261	2.786213	0.224776
2.216663	2.916338	0.379750
2.217963	2.825316	0.313576
2.316961	2.825137	0.403773
2.157039	2.683948	0.200529
2.116035	2.877400	0.420837
2.230272	2.696576	0.493314
2.090954	2.755875	0.384285
2.151229	2.806637	0.347592
2.063335	2.671227	0.388316
2.417483	2.681255	0.407772
2.083934	2.447745	0.384012
2.170069	2.651695	0.569632
2.176286	2.474094	0.532340
2.117221	2.578888	0.526627
2.146030	2.233691	0.556646
2.211014	2.268056	0.547212
2.202906	2.184241	0.716661
2.098139	2.211516	0.588305
2.160445	2.369847	0.767796
2.060780	2.214480	0.723192
2.221692	2.133241	0.564985
2.035826	2.086708	0.836736
2.026430	1.911434	0.722738
2.088247	2.067995	0.966961
2.250438	1.912007	1.024913
2.225147	1.818376	0.975281
2.145164	1.844220	0.994840
2.003949	1.691762	1.134589
2.108041	1.521984	1.256696
1.990020	1.557861	1.086269
2.230252	1.546540	1.130168
2.082330	1.538613	1.219153
2.070168	1.373665	1.234566
1.845915	1.293171	1.444317
2.109360	1.356754	1.469430
1.963875	1.295527	1.383526
1.956236	1.262369	1.498093
1.966728	1.299575	1.521082
1.974624	1.144035	1.371867
1.946930	1.177781	1.507584
1.925088	1.361473	1.426943
1.767863	1.173063	1.522037
1.931965	1.175787	1.667920
1.786738	1.077597	1.622811
1.949489	1.274762	1.678995
1.879805	1.037955	1.579214
1.832438	1.151969	1.652526
1.770939	1.071836	1.708232
1.890433	1.152485	1.677714
1.980433	1.136432	1.624008
1.784731	1.149890	1.471243
1.835144	1.131671	1.550662
1.775506	1.227206	1.666373
1.849545	1.212188	1.649475
1.932546	1.224463	1.524034
1.959659	1.272136	1.577526
1.742117	1.306252	1.598750
1.953566	1.285725	1.528105
1.902734	1.418947	1.584549
1.886984	1.387225	1.568129
1.924998	1.479908	1.514365
1.941071	1.300885	1.655316
1.714363	1.478558	1.470672
1.834624	1.650322	1.364826
1.869091	1.582439	1.434934
1.849204	1.685245	1.338526
1.820923	1.753586	1.415992
1.819990	1.721728	1.355276
1.868650	1.904875	1.204139
1.744377	1.858949	1.176309
1.879164	1.907905	1.250133
1.871163	2.023876	1.166366
1.915529	2.067652	1.152204
1.849765	2.231010	1.055075
1.819969	2.196243	0.967590
1.977461	2.403208	0.930922
1.962006	2.160219	0.982485
1.880420	2.298239	0.824580
2.011744	2.472479	0.868039
1.902159	2.566376	0.769652
1.815130	2.529972	0.703422
2.061810	2.513443	0.792767
2.103210	2.495616	0.667269
2.002862	2.743489	0.623730
1.974355	2.703395	0.594526
2.040712	2.587844	0.770062
1.938405	2.713916	0.569315
2.192988	2.669551	0.690016
2.116177	2.827968	0.438726
2.111839	2.766987	0.580871
2.005509	2.834018	0.419594
2.099157	1.646927	1.055380
2.232985	1.684591	0.808748
2.197062	1.496716	0.868806
2.269057	1.453731	0.797256
2.362741	1.523740	0.734124
2.427614	1.430701	0.698355
2.349643	1.545148	0.599377
2.529726	1.418608	0.629492
2.432014	1.349812	0.452432
2.412172	1.393914	0.569805
2.587306	1.379312	0.460189
2.421471	1.445651	0.604404
2.640664	1.462170	0.524895
2.686827	1.435491	0.503909
2.547011	1.312464	0.384799
2.579647	1.425566	0.563468
2.593357	1.518141	0.371614
2.568448	1.341070	0.336217
2.633527	1.454582	0.452708
2.607386	1.443048	0.535694
2.584146	1.574312	0.339583
2.639425	1.576357	0.382952
2.402275	1.529780	0.459788
2.608747	1.585404	0.241069
2.503185	1.608176	0.406288
2.634109	1.593520	0.413732
2.527840	1.559017	0.224379
2.540420	1.676215	0.359911
2.366093	1.741887	0.401432
2.506770	1.867177	0.278200
2.388135	1.745485	0.567611
2.291702	1.941154	0.490559
2.379390	1.816708	0.471614
2.435800	1.787699	0.556200
2.297541	1.847486	0.752093
2.325632	1.987833	0.673109
2.154267	2.110687	0.430894
2.168824	1.982347	0.695519
2.207588	2.041706	0.685216
2.081764	1.979149	0.776094
2.170452	2.247134	0.698965
2.133216	2.143358	0.885086
2.120405	2.216153	0.808742
2.078155	2.283700	0.821948
1.868803	2.247465	1.026521
2.016805	2.218519	0.865219
1.989128	2.248395	1.031123
1.810459	2.485126	0.975298
1.906131	2.406527	1.092015
1.637044	2.254678	1.096284
1.768639	2.361050	1.070446
1.758542	2.511403	1.180427
1.742399	2.402984	1.201954
1.776200	2.516057	1.275093
1.795679	2.423807	1.361253
1.719175	2.520090	1.400680
1.494001	2.506454	1.398414
1.602563	2.653286	1.519109
1.514471	2.667703	1.405943
1.565980	2.600381	1.493532
1.510899	2.468749	1.402436
1.469738	2.464466	1.573764
1.512491	2.615080	1.449957
1.537938	2.740486	1.565542
1.462299	2.597612	1.612524
1.406942	2.572330	1.656605
1.586082	2.460042	1.594449
1.318253	2.672300	1.569289
1.297563	2.586387	1.752857
1.456981	2.537338	1.658879
1.517120	2.437767	1.623435
1.383222	2.395070	1.608282
1.508767	2.502538	1.679770
1.447499	2.474824	1.567398
1.426396	2.423752	1.641724
1.488935	2.371106	1.583572
1.719220	2.420083	1.631369
1.484446	2.287408	1.576660
1.545455	2.148098	1.452491
1.499201	2.271384	1.533679
1.683125	2.110356	1.474482
1.713294	2.196165	1.574267
1.781766	2.098340	1.475481
1.637623	1.967221	1.432730
1.755644	2.117340	1.473686
1.694161	1.990261	1.491974
1.718903	2.024037	1.376956
1.900691	2.037342	1.234020
1.737696	1.970552	1.291464
1.829023	1.966248	1.274280
1.904045	1.911947	1.194971
2.055101	1.758330	1.234359
2.082603	1.678846	1.120580
2.098435	1.834523	1.094119
1.995322	1.786027	1.155967
2.000522	1.591791	1.044045
2.172169	1.628687	1.037938
2.108299	1.462952	0.915091
2.202244	1.572828	0.820095
2.096474	1.528557	0.934795
1.773635	1.411835	1.535824
1.915871	1.512439	1.305374
1.837164	1.466347	1.448984
1.994064	1.467679	1.391605
1.977472	1.498756	1.343137
2.010745	1.419906	1.277358
2.076843	1.455049	1.250320
2.175724	1.452105	1.122687
2.175509	1.329269	1.039170
2.168206	1.472267	0.975326
2.147509	1.392166	0.980357
2.279484	1.496959	0.963509
2.199420	1.351336	1.019683
2.315461	1.410352	0.915715
2.295380	1.454773	0.843518
2.273417	1.465586	0.769881
2.318629	1.558660	0.851809
2.325140	1.402683	0.513517
2.394515	1.498822	0.632609
2.438198	1.451128	0.435819
2.471178	1.606062	0.496637
2.343618	1.657422	0.582503
2.505790	1.586191	0.451054
2.397567	1.758194	0.416677
2.380485	1.686684	0.410486
2.499123	1.720101	0.251621
2.575486	1.724761	0.152075
2.511900	1.880497	0.257909
2.674668	1.873376	0.288326
2.537072	1.871014	0.222122
2.524214	1.951381	0.153703
2.464172	1.863113	0.362452
2.580425	2.006189	0.118036
2.581009	2.010675	0.204966
2.452469	2.067425	0.151936
2.457636	2.146227	0.066503
2.544681	2.177903	0.117259
2.426042	2.144728	0.209075
2.459384	2.228209	0.328106
2.414154	2.100503	0.269024
2.558045	2.291127	0.139890
2.400330	2.209253	0.287211
2.284450	2.300926	0.184261
2.369931	2.324950	0.296415
2.335267	2.305998	0.356632
2.301761	2.331899	0.506923
2.311748	2.418950	0.476894
2.383639	2.442217	0.431242
2.139900	2.462927	0.427086
2.195499	2.517864	0.523079
2.166365	2.419057	0.451872
2.073868	2.503597	0.644154
1.993472	2.510748	0.681660
2.023721	2.582710	0.646128
2.030804	2.539461	0.754415
1.860952	2.535524	0.775609
1.982239	2.678654	0.774014
2.018786	2.518884	0.953756
1.935118	2.499141	0.928490
1.836458	2.611623	0.940452
1.784392	2.662167	1.001700
1.837328	2.535111	1.185974
1.693286	2.496256	1.226939
1.680635	2.650519	1.230659
1.673405	2.380426	1.212835
1.664891	2.587870	1.383066
1.579540	2.542308	1.369925
1.686551	2.499571	1.214160
1.571106	2.353579	1.390531
1.634661	2.439459	1.536079
1.566957	2.293836	1.303342
1.534498	2.348229	1.459586
1.379722	2.280764	1.556575
1.543125	2.320261	1.727772
1.403470	2.341204	1.644275
1.523285	2.210289	1.752084
1.485502	2.158994	1.699082
1.439729	2.212720	1.636958
1.452013	2.171050	1.750454
1.553952	2.164254	1.766941
1.470103	2.092751	1.814183
1.320046	2.012051	1.685880
1.558146	1.994051	1.792779
1.537006	1.994244	1.729449
1.474034	1.901538	1.686795
1.439283	1.877311	1.809259
1.393638	1.942292	1.807176
1.523368	1.851385	1.749399
1.572454	1.759945	1.731677
1.600771	1.866347	1.840482
1.648302	1.683407	1.650332
1.713851	1.845645	1.866797
1.601520	1.575302	1.649068
1.526540	1.625551	1.824393
1.669710	1.629458	1.779275
1.678829	1.734212	1.794928
1.729276	1.514681	1.664631
1.744069	1.449482	1.672782
1.893315	1.527983	1.444002
1.742613	1.506405	1.461086
2.003966	1.495650	1.178834
2.151046	1.607939	1.108875
2.294753	1.507175	1.112109
2.169957	1.443555	1.055749
2.352487	1.475232	0.936222
2.371175	1.236529	0.791056
2.354280	1.384786	0.898813
2.342050	1.411831	0.748585
2.412710	1.431414	0.858239
2.552155	1.365554	0.745212
2.316500	1.300431	0.669268
2.537377	1.290160	0.703829
2.484500	1.321069	0.624557
2.479351	1.303230	0.441405
2.512110	1.303138	0.495674
2.581854	1.394922	0.518770
2.642909	1.397716	0.448217
2.548915	1.389634	0.484503
2.701494	1.469685	0.374232
2.599629	1.447344	0.470672
2.685881	1.411326	0.274703
2.546238	1.458013	0.375146
2.541957	1.464623	0.380165
2.538701	1.570039	0.290539
2.717532	1.475103	0.230631
2.584509	1.537877	0.270053
2.595836	1.601794	0.280734
2.597780	1.481992	0.320177
2.584324	1.765963	0.220416
2.441288	1.727982	0.319812
2.484850	1.604613	0.414909
2.647856	1.571633	0.273840
2.645746	1.762309	0.282799
2.476761	1.754581	0.205865
2.551941	1.741713	0.369079
2.512620	1.812859	0.300640
2.508445	2.003751	0.345627
2.477275	2.096504	0.436513
2.287685	2.017210	0.464575
2.307712	2.160651	0.357367
2.175151	2.145442	0.466364
2.204400	2.040389	0.537826
2.210668	2.262424	0.576525
2.167010	2.341248	0.509645
2.178803	2.166179	0.583504
2.008686	2.387529	0.681200
2.059282	2.281922	0.704618
1.963451	2.428260	0.694851
2.080779	2.306798	0.751711
2.067244	2.431055	0.757358
1.918530	2.457394	0.837637
1.780948	2.728048	0.926216
1.680312	2.657724	1.035888
1.729541	2.498791	1.085584
1.731661	2.445115	1.213992
1.681790	2.720146	1.220384
1.604574	2.701434	1.119695
1.506247	2.605554	1.241748
1.579569	2.625258	1.340212
1.591839	2.593316	1.348592
1.569931	2.473077	1.368370
1.557538	2.666673	1.442070
1.452666	2.690690	1.295109
1.510573	2.809541	1.373794
1.402095	2.604750	1.492129
1.360570	2.681884	1.577921
1.463845	2.507331	1.619004
1.479863	2.689318	1.600095
1.414243	2.689055	1.741857
1.316845	2.674591	1.614183
1.371655	2.458208	1.619847
1.302133	2.516065	1.576816
1.341317	2.495585	1.681757
1.254453	2.390699	1.714249
1.318839	2.550764	1.713838
1.429744	2.545143	1.680746
1.349220	2.472117	1.746384
1.388773	2.476859	1.693597
1.418202	2.338352	1.637909
1.436836	2.404422	1.737014
1.450912	2.249231	1.721260
1.524600	2.267702	1.661555
1.514652	2.217756	1.598140
1.526889	1.978682	1.694393
1.589731	2.155299	1.610447
1.591170	2.164083	1.725403
1.595328	2.025558	1.679490
1.516102	1.948640	1.670740
1.734443	1.958436	1.429738
1.691564	1.844648	1.537421
1.669838	1.770559	1.325582
1.858491	1.776717	1.458152
1.803944	1.686632	1.316058
1.766757	1.673381	1.400453
1.821157	1.820632	1.410961
1.980622	1.643946	1.407118
1.943127	1.615249	1.264736
2.051759	1.631575	1.173779
1.998796	1.599688	1.219639
2.048762	1.402351	1.106362
2.175881	2.611478	0.250468
2.347210	2.664519	0.230094
2.266235	2.657773	0.227611
2.135280	2.836386	0.372292
2.187411	2.702958	0.392068
2.176715	2.756074	0.407987
2.196599	2.745399	0.357663
2.060720	2.601750	0.616946
2.146141	2.691411	0.479877
2.008124	2.869813	0.432614
2.038705	2.743400	0.641063
1.996428	2.614067	0.601857
1.905408	2.743289	0.771423
1.822042	2.665724	0.666929
1.898247	2.766748	0.741061
1.932719	2.646939	0.818007
1.934930	2.618789	0.906853
1.856082	2.729248	0.881244
1.856901	2.622299	0.937651
1.824572	2.637593	0.899889
1.890304	2.427440	0.991009
1.754215	2.565142	1.209177
1.601379	2.461287	0.979679
1.723632	2.482878	1.306169
1.711939	2.502080	1.277561
1.653076	2.277675	1.300372
1.557905	2.438514	1.312439
1.744874	2.262008	1.388298
1.657748	2.250097	1.377742
1.659734	2.138444	1.359890
1.713253	2.216037	1.494131
1.736198	2.094360	1.625013
1.617317	1.990069	1.698918
1.672882	2.010061	1.647101
1.564348	2.033460	1.443094
1.515819	1.996969	1.631057
1.607191	1.775075	1.813111
1.681880	1.814091	1.666192
1.672416	1.931574	1.787295
1.762316	1.668333	1.670645
1.516109	1.726319	1.758658
1.601321	1.710794	1.848299
1.507290	1.563648	1.824729
1.597154	1.508454	1.843878
1.547524	1.507338	1.793316
1.614634	1.552223	1.724086
1.778129	1.449624	1.812094
1.744565	1.379737	1.599667
1.733055	1.402279	1.784260
1.707578	1.337060	1.879114
1.633819	1.399411	1.668355
1.739769	1.298246	1.631299
1.829449	1.406720	1.704130
1.816874	1.211641	1.682269
1.994129	1.243151	1.587346
1.814278	1.224008	1.379206
1.911272	1.189286	1.431537
1.962399	1.166548	1.491886
2.041286	1.140035	1.365237
1.977172	1.333002	1.323069
2.013394	1.294462	1.245894
2.068618	1.323745	1.334521
2.128534	1.353335	1.321772
2.026488	1.208187	1.266089
2.128573	1.272778	1.057880
2.206145	1.330131	1.147110
2.199981	1.451740	0.917620
2.192420	1.254589	1.116864
2.192957	1.436033	0.993335
2.065644	1.383806	1.012516
2.304236	1.361270	1.010329
2.200517	1.510134	0.846622
2.282793	1.585716	0.744866
2.237076	1.570509	0.969697
2.241109	1.749244	0.893442
2.315098	1.615096	0.645772
2.332530	1.574636	0.647744
2.463801	1.678280	0.592587
2.236424	1.797248	0.589225
2.379796	1.798942	0.507913
2.422160	1.859798	0.515868
2.408591	1.993528	0.507438
2.413302	2.070829	0.454791
2.501473	2.050318	0.254056
2.504603	2.062766	0.359680
2.429342	2.074372	0.354543
2.363707	2.243031	0.305603
2.377618	2.124713	0.313649
2.416923	2.269054	0.198660
2.277757	2.331715	0.372182
2.314222	2.447730	0.270234
2.382447	2.341110	0.136232
2.447293	2.353666	0.175776
2.436341	2.309865	0.117266
2.347863	2.510521	0.268259
2.312458	2.713771	0.218273
2.302304	2.497578	0.251198
2.348969	2.678735	0.139801
2.266411	2.650714	0.308133
2.266219	2.684152	0.219001
1.483600	2.795820	1.187981
1.519954	2.757522	1.316157
1.548692	2.619019	1.401224
1.469675	2.647328	1.408494
1.511737	2.643488	1.366849
1.471878	2.609285	1.350792
1.452028	2.603176	1.387065
1.567902	2.631988	1.416492
1.579510	2.486504	1.566220
1.439073	2.525005	1.588087
1.416002	2.325054	1.468660
1.494006	2.410387	1.645231
1.476003	2.234205	1.561076
1.578294	2.236868	1.636347
1.420256	2.249594	1.602104
1.590505	2.232599	1.607529
1.515538	2.082777	1.543930
1.475679	2.088007	1.677844
1.567929	1.999245	1.723860
1.580140	2.023265	1.518645
1.301490	1.940571	1.539994
1.601660	1.845720	1.758475
1.671058	1.830436	1.692189
1.693604	1.734024	1.697235
1.608990	1.743879	1.485783
1.735010	1.686525	1.710137
1.630963	1.580720	1.626303
1.803121	1.594551	1.470818
1.764190	1.631335	1.514406
1.867954	1.488108	1.403192
1.941783	1.495306	1.636520
1.828041	1.482256	1.335038
1.948858	1.459135	1.246056
1.954788	1.311462	1.315264
2.032271	1.408163	1.322879
2.051999	1.305815	1.296633
1.987947	1.356335	1.281067
2.132044	1.191600	1.185872
2.121585	1.118927	1.054211
2.121564	1.258158	1.091600
2.121363	1.145995	1.065640
2.201592	1.360831	1.137691
2.334428	1.280609	0.942251
2.194295	1.107747	1.075749
2.272183	1.097967	0.901933
2.321316	1.216260	0.911940
