E_x	E_y	E_z
1.807884	1.736381	1.245107
1.840380	1.763294	1.383409
1.928510	1.868839	1.261591
2.011934	1.827966	1.290301
1.956765	1.976700	1.247689
1.980096	1.697119	1.410428
1.917691	1.887782	1.159147
1.783351	1.779569	1.260728
1.863910	1.794184	1.248269
1.706407	1.853829	1.254083
1.951352	1.783064	1.242693
1.890392	1.866980	1.360656
1.874007	1.844749	1.280589
1.853545	1.665361	1.297294
1.805817	1.871794	1.220470
1.830038	1.741795	1.329291
1.848455	1.843026	1.092737
2.019305	1.721595	1.354351
1.905793	1.847720	1.239048
1.841431	1.821206	1.304351
1.797216	1.831322	1.478994
1.832353	1.821932	1.328451
1.834749	1.842801	1.374444
1.819902	1.886822	1.319421
1.940389	1.802199	1.325199
1.857689	1.824125	1.243332
1.884757	1.868719	1.367705
1.724507	1.663778	1.334559
1.795095	1.831294	1.300974
1.894078	1.907093	1.341813
1.775462	1.788409	1.364823
1.868724	1.858414	1.258174
1.923564	1.707449	1.454184
1.688069	1.917319	1.333819
1.755110	1.815209	1.395980
1.878519	1.813993	1.363798
1.821243	1.654459	1.355978
1.803487	1.737936	1.376419
1.970816	1.679676	1.360790
1.806530	1.627679	1.593153
1.767656	1.757782	1.505679
1.743599	1.792974	1.266083
1.775065	1.766572	1.364442
1.943033	1.731325	1.427315
1.780911	1.641022	1.304872
1.761241	1.664027	1.481665
1.860337	1.617566	1.367290
1.826530	1.930664	1.402105
1.861562	1.633498	1.458776
1.929813	1.693895	1.454140
1.868187	1.707709	1.508034
1.763877	1.634392	1.414763
1.794538	1.478761	1.362780
1.661551	1.670407	1.474307
1.824141	1.701800	1.412316
1.834738	1.901016	1.400724
1.816656	1.621672	1.287492
1.836361	1.768771	1.607389
1.801183	1.661842	1.506651
1.942474	1.586004	1.489411
1.949966	1.657428	1.355773
1.870593	1.572614	1.534957
1.959835	1.633462	1.573065
1.856720	1.772372	1.402985
1.854978	1.684056	1.395798
1.780682	1.706582	1.373327
1.715832	1.565087	1.402479
1.826282	1.620385	1.559423
1.695387	1.694379	1.438996
1.794717	1.704760	1.271835
1.641139	1.646280	1.455620
1.693261	1.798932	1.388279
1.759357	1.732369	1.427389
1.733109	1.672889	1.425117
1.826736	1.679794	1.512104
1.884479	1.609992	1.448646
1.788583	1.424333	1.505247
1.769224	1.662896	1.424749
1.893801	1.616292	1.557373
1.753809	1.664552	1.380778
1.626106	1.611722	1.498602
1.782614	1.603256	1.472667
1.839471	1.756459	1.699495
1.869905	1.448829	1.586889
1.864687	1.610596	1.580229
1.812853	1.614813	1.532273
1.743308	1.475716	1.375045
1.852671	1.534559	1.403692
1.666699	1.573601	1.634628
1.771105	1.499799	1.634577
1.805544	1.578987	1.562348
1.780992	1.549032	1.487404
1.686428	1.565478	1.600634
1.845999	1.585404	1.520916
1.699859	1.626201	1.431946
1.838855	1.625824	1.518191
1.808244	1.566770	1.554595
1.790819	1.677810	1.579494
1.852482	1.617770	1.540806
1.811581	1.612139	1.520316
1.666545	1.545104	1.509963
1.812917	1.577410	1.491003
1.758094	1.556279	1.485266
1.879646	1.564413	1.497006
1.644128	1.583007	1.597439
1.719118	1.585054	1.478897
1.749990	1.653986	1.545385
1.718080	1.671417	1.579859
1.727888	1.503971	1.480958
1.796859	1.624568	1.569211
1.749207	1.609334	1.464912
1.769029	1.564692	1.604393
1.798513	1.531007	1.714388
1.680513	1.524089	1.641648
1.713518	1.566424	1.539324
1.731075	1.459239	1.638262
1.818442	1.613064	1.550928
1.783933	1.702525	1.606785
1.671621	1.487149	1.519307
1.856726	1.579100	1.470697
1.854712	1.590373	1.603656
1.870130	1.529058	1.694524
1.589971	1.489643	1.653544
1.880915	1.451683	1.564561
1.766887	1.470979	1.577907
1.872487	1.462515	1.581333
1.773669	1.573231	1.536191
1.739223	1.515056	1.625482
1.663794	1.630641	1.623701
1.831460	1.490949	1.514448
1.679267	1.584871	1.574495
1.628810	1.544403	1.585062
1.727598	1.401164	1.497489
1.708108	1.458448	1.569481
1.811116	1.446805	1.545748
1.708624	1.452983	1.598991
1.824721	1.502311	1.635958
1.573062	1.528647	1.728700
1.754027	1.530823	1.640826
1.863778	1.621437	1.544136
1.835904	1.621823	1.493870
1.747206	1.556768	1.413426
1.693770	1.462421	1.576369
1.822704	1.510634	1.657616
1.750636	1.698776	1.702007
1.742190	1.492676	1.576259
1.670107	1.421539	1.703353
1.675574	1.558308	1.593109
1.685978	1.484254	1.766417
1.969757	1.480425	1.598784
1.813188	1.518271	1.585249
1.778012	1.563309	1.617320
1.724951	1.633315	1.574807
1.700015	1.468967	1.764824
1.591939	1.564324	1.636182
1.875884	1.528320	1.478014
1.860427	1.482972	1.487264
1.708861	1.502425	1.562553
1.624127	1.521026	1.548850
1.661759	1.599666	1.618217
1.647149	1.429801	1.672821
1.769828	1.546022	1.704998
1.762953	1.540839	1.609802
1.653867	1.596249	1.712262
1.716372	1.443758	1.818448
1.669429	1.509832	1.597439
1.706223	1.435746	1.486086
1.766131	1.540516	1.599222
1.932158	1.511769	1.662256
1.765534	1.445333	1.577007
1.679250	1.448229	1.692967
1.707865	1.534840	1.556864
1.687736	1.434358	1.365744
1.701580	1.409325	1.686820
1.790754	1.381511	1.634615
1.639719	1.510273	1.601958
1.695545	1.469103	1.675365
1.739642	1.514299	1.708239
1.725447	1.406607	1.534618
1.678150	1.500627	1.551343
1.815839	1.404455	1.646938
1.845983	1.469131	1.573806
1.546960	1.512809	1.679258
1.778402	1.490399	1.616012
1.676202	1.484636	1.730724
1.513218	1.551518	1.634892
1.722636	1.532890	1.644048
1.752130	1.357857	1.636200
1.773203	1.450697	1.632259
1.747563	1.512095	1.771355
1.768273	1.580839	1.650027
1.557723	1.447101	1.596594
1.730703	1.454874	1.677126
1.685235	1.494914	1.685094
1.738256	1.368786	1.724366
1.782179	1.464000	1.521441
1.758461	1.438592	1.615978
1.730061	1.587190	1.668104
1.727761	1.438809	1.659281
1.736117	1.523046	1.616927
1.675450	1.444523	1.650071
1.734924	1.476946	1.582066
1.730280	1.528910	1.751567
1.810703	1.473061	1.644009
1.830294	1.469380	1.720626
1.735087	1.297705	1.705076
1.809952	1.453081	1.568135
1.851828	1.466811	1.628780
1.771608	1.683057	1.690477
1.751557	1.483173	1.777806
1.777994	1.542852	1.676096
1.778900	1.457332	1.665528
1.687528	1.440277	1.689114
1.686504	1.488354	1.624235
1.655261	1.495856	1.709417
1.641236	1.524675	1.567052
1.841862	1.521782	1.551435
1.804496	1.433530	1.577045
1.794994	1.570321	1.684525
1.713338	1.492842	1.604461
1.728490	1.511062	1.540447
1.775411	1.374874	1.551157
1.791356	1.417878	1.571604
1.720536	1.437223	1.662507
1.756205	1.408071	1.516025
1.728302	1.564963	1.638578
1.717865	1.612656	1.699104
1.614792	1.462432	1.658505
1.664732	1.461882	1.642465
1.728476	1.393557	1.750050
1.765727	1.420462	1.704682
1.740110	1.559842	1.630170
1.635956	1.405998	1.722564
1.824613	1.386935	1.740426
1.824590	1.439687	1.629035
1.582959	1.435334	1.617946
1.771885	1.479867	1.643101
1.676603	1.513517	1.757796
1.782716	1.492471	1.574857
1.723569	1.392238	1.520793
1.745613	1.532967	1.563832
1.841119	1.450083	1.620028
1.822928	1.469444	1.672581
1.795556	1.443180	1.575700
1.844883	1.593540	1.669835
1.688734	1.560520	1.600731
1.659283	1.448491	1.603450
1.836552	1.436933	1.546415
1.719493	1.488880	1.667917
1.799129	1.330222	1.589323
1.766297	1.434601	1.556020
1.804515	1.552078	1.599783
1.788493	1.536557	1.529307
1.677777	1.473323	1.558066
1.714979	1.496699	1.601613
1.568401	1.512042	1.588016
1.778071	1.457859	1.557655
1.732583	1.587148	1.572427
1.845920	1.581384	1.576660
1.725022	1.473504	1.589561
1.722189	1.565531	1.550242
1.829592	1.441570	1.471896
1.630849	1.472155	1.534639
1.702459	1.587600	1.538576
1.619785	1.557442	1.691855
1.801743	1.466058	1.602706
1.708562	1.444698	1.573178
1.765355	1.503629	1.711513
1.773664	1.592107	1.751647
1.735774	1.532578	1.643622
1.781288	1.501978	1.756184
1.862863	1.366480	1.680267
1.893874	1.615122	1.632791
1.891042	1.593051	1.617897
1.785661	1.447885	1.469517
1.834461	1.586305	1.567225
1.713137	1.446364	1.541198
1.830934	1.700453	1.564435
1.800790	1.618495	1.559376
1.807789	1.597192	1.644681
1.785126	1.501012	1.575181
1.654709	1.560616	1.622712
1.910325	1.609486	1.363042
1.888299	1.651726	1.484226
1.754836	1.651221	1.555197
1.741793	1.488535	1.746359
1.845904	1.525621	1.653624
1.781068	1.639012	1.587761
1.763438	1.587187	1.582243
1.849908	1.673621	1.705374
1.821699	1.410082	1.602862
1.772333	1.428052	1.586521
1.825879	1.496207	1.443359
1.898653	1.596330	1.470543
1.884791	1.446722	1.152520
2.022775	1.348212	1.144731
2.053015	1.496303	1.146184
2.087282	1.476441	1.118297
2.007076	1.622389	1.143276
2.067215	1.566891	1.286647
2.192550	1.436127	1.167161
2.129118	1.637706	1.168629
2.121275	1.398523	1.038956
2.189157	1.505026	1.162635
2.169242	1.547617	1.179204
2.137557	1.498721	1.136729
2.159704	1.422583	1.038236
2.098262	1.508814	1.167318
2.076593	1.443970	1.154077
2.195386	1.534396	0.995856
2.116181	1.366888	1.097776
1.945901	1.484226	1.135136
2.076342	1.607403	1.109183
2.014587	1.593579	1.140387
2.195505	1.584059	1.119875
2.026600	1.596637	1.069586
2.162626	1.707745	1.167007
2.124646	1.550841	1.041101
1.930135	1.553698	1.029822
2.129588	1.516385	1.080858
2.199984	1.571766	0.978738
2.045299	1.616742	1.112600
2.043306	1.567728	1.119886
2.238810	1.588074	1.033021
2.083093	1.590555	1.148042
2.122738	1.622313	0.933151
2.232517	1.690088	1.013472
2.106164	1.683302	1.252486
1.988680	1.561572	0.997931
2.194155	1.631528	0.984974
2.010904	1.685872	1.004286
2.031314	1.563948	0.983319
2.096686	1.541864	0.933704
2.297926	1.650050	0.976157
2.149579	1.642513	0.934918
1.978589	1.595805	0.985130
2.115041	1.503427	1.180727
2.304467	1.679323	0.992536
2.082903	1.694543	0.977751
2.220178	1.724916	0.918637
2.075672	1.734302	1.030432
2.044745	1.632527	0.962692
2.126462	1.666664	1.037588
2.141127	1.683370	0.909295
2.143731	1.680431	0.925971
2.045830	1.783640	1.091350
2.151428	1.800760	0.970997
2.030031	1.720995	0.924233
2.170683	1.821603	0.907609
2.165002	1.773710	1.043093
2.210811	1.630848	0.853741
2.195181	1.690977	0.859582
2.227865	1.697464	1.051574
2.106626	1.674555	0.920397
2.197449	1.757923	1.063031
2.154353	1.728112	1.030275
2.187036	1.715741	0.930922
2.159659	1.736770	0.922648
2.047620	1.730904	0.937255
2.105461	1.696177	0.897810
2.110509	1.669333	0.799526
2.177447	1.780738	0.916319
2.125314	1.665905	0.823167
2.124432	1.817591	0.753545
1.976097	1.899035	0.925502
2.084585	1.778256	0.845042
2.172864	1.763299	0.786468
2.188680	1.942941	0.908331
2.158448	1.796306	0.805430
2.123080	1.847322	0.949623
2.246863	1.836203	0.870590
2.159205	1.871787	0.856193
2.160936	1.769986	0.782296
2.105070	1.858047	0.821635
2.351384	1.874702	0.958449
2.269854	1.883019	0.833605
2.091860	1.811596	0.895732
2.180289	1.814125	0.813191
2.185548	1.869748	0.806934
2.157498	1.692307	0.822219
2.082997	1.906320	0.826965
2.219254	1.941517	0.941962
2.015137	1.880797	0.656031
2.201416	1.883326	0.769846
2.185376	1.822496	0.939835
2.147747	1.912810	0.787708
2.235981	1.822519	0.855573
2.128624	1.880064	0.855529
2.148110	1.969956	0.833135
2.142743	1.947016	0.745543
2.168156	1.970699	0.706222
2.203335	1.964626	0.662455
2.115039	1.894572	0.736962
2.099979	2.022503	0.846001
2.113248	1.871139	0.761640
2.272765	2.124904	0.708235
2.003034	1.857416	0.621343
2.205568	1.981931	0.767524
2.259391	2.102428	0.810674
2.230720	1.875345	0.705535
2.280069	1.950317	0.822834
2.186082	2.055923	0.670778
2.234677	1.954865	0.749715
2.175866	2.097871	0.791099
2.046220	1.953331	0.677281
2.231121	1.982600	0.639561
2.077477	2.079944	0.562050
2.259539	1.934514	0.680299
2.093337	1.967734	0.693446
2.171284	1.926332	0.676135
2.189838	2.083040	0.549704
2.146732	1.899556	0.661126
2.150903	2.106394	0.768622
2.107088	2.086907	0.741124
2.128221	2.128439	0.698591
2.164261	2.086720	0.566285
2.195818	2.018273	0.683382
2.155353	2.108955	0.767043
2.195823	2.167974	0.597379
2.294305	2.022595	0.576548
2.166651	2.070822	0.548378
2.103151	1.840189	0.562170
2.138720	2.227095	0.713488
2.212932	2.283346	0.522089
2.184046	2.279197	0.614995
2.127487	2.193422	0.607830
2.284457	2.200062	0.631849
2.263984	2.125607	0.652656
2.234758	2.119625	0.752555
2.196530	2.176126	0.537148
2.143349	2.172174	0.697642
2.298061	2.085955	0.567114
2.100246	2.208069	0.731748
2.181023	2.180962	0.632342
2.158069	2.090515	0.698567
2.205189	2.146521	0.841137
2.193770	2.064747	0.661562
2.056223	2.233605	0.642125
2.298178	2.128980	0.583869
2.189846	2.274575	0.635207
2.234268	2.306538	0.582738
2.305388	2.213974	0.663335
2.158837	2.270691	0.679829
2.115154	2.302346	0.603183
2.349490	2.217175	0.608613
2.185199	2.292117	0.419701
2.091412	2.297974	0.582288
2.047209	2.205695	0.547710
2.161356	2.328525	0.668291
2.030160	2.255095	0.579502
2.087133	2.363427	0.595719
2.262290	2.241386	0.506418
2.156034	2.271933	0.529883
2.266888	2.485494	0.602464
2.053151	2.302514	0.466681
2.168834	2.293544	0.533342
2.121989	2.340681	0.400265
2.228793	2.239191	0.567755
2.099157	2.329502	0.647216
2.155590	2.271178	0.573438
2.216198	2.219065	0.621173
2.261206	2.424111	0.576163
2.342281	2.192754	0.646651
2.171603	2.297634	0.475930
2.239192	2.403669	0.491713
2.221645	2.556144	0.473641
2.171669	2.460539	0.402930
2.219759	2.178070	0.414862
2.112231	2.298650	0.422035
2.216665	2.474525	0.665774
2.124481	2.429303	0.600771
2.210845	2.432928	0.541944
2.236246	2.329648	0.355223
2.175776	2.332469	0.481275
2.274101	2.502734	0.510787
2.113247	2.370919	0.438940
2.211394	2.370152	0.561975
2.138541	2.573943	0.381274
2.225098	2.294405	0.567740
2.205710	2.435620	0.419321
2.283656	2.473379	0.443196
2.200977	2.363352	0.408923
2.156071	2.414523	0.479269
2.198887	2.375106	0.533614
2.283908	2.513424	0.527221
2.014481	2.374910	0.360216
2.069191	2.540461	0.596592
2.202668	2.494873	0.440142
2.289779	2.485362	0.425635
2.244169	2.455556	0.477085
2.253933	2.755991	0.594077
2.213112	2.408281	0.288813
2.298100	2.567509	0.408469
2.195125	2.503866	0.497881
2.325686	2.395261	0.501632
2.217906	2.459434	0.509395
2.193036	2.496349	0.470270
2.166915	2.556124	0.414781
2.327897	2.528814	0.392198
2.224159	2.590526	0.322203
2.295887	2.546439	0.435978
2.149233	2.551530	0.369917
2.051355	2.476588	0.413707
2.246365	2.518196	0.346246
2.150621	2.540675	0.478550
2.261010	2.441478	0.431992
2.257859	2.482624	0.561219
2.162545	2.629057	0.476111
2.147843	2.558208	0.524676
2.158944	2.574702	0.307557
2.225956	2.535457	0.457910
2.135429	2.594144	0.390514
2.000675	2.581099	0.509548
2.116039	2.530490	0.512576
2.239755	2.558462	0.433589
2.150831	2.772768	0.476176
2.325648	2.598555	0.312401
2.234960	2.690024	0.503525
2.070350	2.615954	0.284722
2.152688	2.648186	0.502767
2.213017	2.522357	0.446238
2.132206	2.590649	0.406464
2.145466	2.664417	0.454535
2.272495	2.727669	0.385805
2.103028	2.540039	0.525147
2.315857	2.729244	0.349588
2.320971	2.620152	0.417747
2.255991	2.731457	0.431148
2.296771	2.641823	0.373903
2.169250	2.558560	0.177833
2.271004	2.631115	0.442053
2.237383	2.664416	0.455789
2.272481	2.585039	0.498583
2.256545	2.594582	0.333606
2.098094	2.711144	0.367743
2.003927	2.626266	0.351172
2.198396	2.556155	0.387247
2.302594	2.689347	0.421489
2.306854	2.671932	0.366577
2.215019	2.616333	0.322828
2.035761	2.857970	0.436079
2.117190	2.766753	0.312054
2.192876	2.698281	0.338101
2.126334	2.787763	0.376832
2.312958	2.622589	0.333990
2.182896	2.786911	0.309241
2.228671	2.733371	0.474571
2.222667	2.576383	0.290425
2.112561	2.680596	0.464854
2.164397	2.720521	0.347734
2.224172	2.667161	0.350917
2.169522	2.719322	0.320409
2.082556	2.797902	0.353269
2.266772	2.767197	0.399782
2.266378	2.929334	0.458168
2.247494	2.759640	0.454032
2.124454	2.784770	0.454669
2.251295	2.738366	0.392319
2.154594	2.689600	0.466279
2.146123	2.717125	0.325255
2.125898	2.699049	0.226769
2.061074	2.742003	0.389778
2.051157	2.773113	0.451190
2.140888	2.688262	0.349884
2.214564	2.723471	0.425320
2.210189	2.898174	0.227236
2.068470	2.739860	0.252423
2.291743	2.791574	0.327649
2.289573	2.798892	0.336291
2.113760	2.821439	0.390712
2.222854	2.842991	0.459953
2.108944	2.953031	0.485803
2.299154	2.772521	0.296919
2.177540	2.811926	0.414450
2.156658	2.862419	0.323819
2.171855	2.850147	0.358752
2.116877	2.730879	0.429277
2.204070	2.905131	0.435073
2.145008	2.879106	0.375438
2.156882	3.004846	0.524800
2.213448	2.744813	0.312843
2.123279	2.872058	0.377424
2.139758	2.968358	0.316317
2.302196	2.903559	0.396794
2.103243	2.938401	0.496444
2.178606	2.913961	0.355837
2.272995	2.751524	0.422700
1.970440	2.737145	0.269081
2.159583	2.760799	0.282914
2.144309	2.819679	0.262248
2.056231	2.767564	0.424010
2.353932	2.942962	0.322230
2.186567	2.835446	0.338473
2.162754	2.858392	0.218441
2.107260	2.836419	0.528467
2.200657	2.924228	0.341628
2.259964	2.864839	0.412113
2.164335	2.886827	0.314814
2.287581	2.811170	0.279673
2.161522	2.989616	0.299954
2.135056	2.870155	0.252275
2.044606	2.937097	0.357652
2.067378	2.830921	0.310478
2.146619	2.870890	0.191764
2.245192	2.863353	0.305503
2.210578	2.781865	0.330323
2.052117	2.916882	0.443953
2.171265	2.848439	0.259323
2.107250	2.881536	0.312506
2.106523	2.781489	0.300461
2.029734	2.887861	0.360589
2.145891	2.841501	0.313222
2.115532	2.837970	0.369704
2.274416	2.857115	0.314540
2.117309	2.835710	0.322460
2.091234	2.925299	0.410856
2.201789	2.958738	0.333898
2.015579	3.024123	0.192750
2.106572	2.770604	0.393120
2.059466	2.963619	0.381214
2.243617	2.887486	0.451620
2.047865	2.954832	0.355469
2.146146	2.951565	0.395534
2.068024	2.846306	0.288188
2.179977	2.858068	0.334850
2.140523	2.867172	0.457198
2.183214	2.940068	0.339432
2.176564	2.924481	0.280430
2.103856	2.874717	0.484904
2.089817	2.924551	0.471435
2.051090	2.910095	0.527443
2.001599	2.844361	0.396647
2.145552	2.902378	0.418301
2.211765	2.895305	0.373024
2.160752	3.041111	0.424834
2.193023	2.774469	0.367635
2.023039	2.894158	0.489418
2.016127	3.023823	0.383368
2.178911	2.971186	0.534721
2.154475	2.829089	0.462357
1.909535	2.826844	0.344270
1.950977	3.021579	0.488909
2.141508	2.969100	0.418139
2.171398	2.990612	0.283666
2.174174	2.980896	0.349326
2.087101	2.838300	0.418462
2.132654	2.911336	0.339180
2.205131	2.853182	0.439669
2.160285	2.768587	0.424919
2.194065	2.895988	0.468832
2.048083	2.976177	0.317763
2.096186	2.989756	0.493162
1.999233	2.881077	0.361408
2.184072	2.891498	0.419191
2.130608	2.805966	0.432217
2.017580	2.860157	0.378281
2.128514	2.837274	0.377722
2.115382	3.000450	0.447926
2.174737	2.737032	0.524561
2.024500	2.850414	0.564371
2.100430	2.839542	0.374744
1.982771	2.896548	0.397312
2.135566	3.024011	0.330379
2.128899	2.779697	0.458960
1.995041	2.793260	0.619599
2.242979	2.840688	0.572943
2.077752	2.790466	0.480987
2.150745	2.949173	0.307565
1.992644	2.962444	0.349930
2.153576	2.864339	0.315072
1.977106	2.924964	0.478142
2.191988	2.891725	0.427663
2.208483	2.826554	0.423498
2.108090	2.821579	0.480396
2.071622	2.973108	0.417733
2.022200	3.031070	0.515138
2.150380	2.948957	0.402948
1.995729	2.814215	0.412581
2.156523	2.882545	0.528494
2.127050	3.003685	0.520395
2.080071	2.785104	0.608188
2.142748	2.913294	0.480860
1.928146	2.912056	0.427501
1.937479	2.842994	0.487713
2.087267	2.789799	0.369872
2.035327	2.919808	0.414970
2.023487	2.889915	0.415337
1.905101	2.897860	0.348322
2.079136	2.856705	0.464641
1.970430	2.847071	0.418395
2.265512	2.810335	0.564697
2.008299	2.887481	0.489913
2.037053	2.853076	0.510459
2.151455	2.781543	0.361854
1.984705	2.874495	0.474880
2.161400	2.969871	0.465583
2.160378	2.893383	0.447656
2.034287	2.845769	0.449772
1.994478	2.892490	0.477655
2.019571	2.841442	0.497728
2.108584	2.793313	0.530331
1.924805	2.814449	0.417724
2.158383	2.861865	0.486599
1.905519	2.749581	0.585178
2.061132	2.740142	0.416370
2.171878	2.948005	0.549054
2.040727	2.831868	0.435418
2.095294	2.827888	0.587348
1.999192	2.867821	0.499420
2.033464	2.898414	0.498178
2.178460	2.793238	0.551456
2.129385	2.943302	0.579191
2.044633	2.837619	0.648805
2.094999	2.912043	0.672618
2.056288	2.797648	0.579351
2.024884	2.811804	0.525672
2.060487	2.871584	0.506802
2.041843	2.943259	0.506039
2.119551	2.753642	0.592169
1.882033	2.864899	0.551570
1.883479	2.779227	0.703671
2.055816	2.820660	0.614075
2.087541	2.924047	0.555586
2.054994	2.842958	0.588537
1.995277	2.925152	0.603410
1.916686	2.584469	0.658405
1.974446	2.788388	0.620607
2.190010	2.898762	0.576209
2.058982	2.749454	0.654460
1.941206	2.805689	0.615843
1.922767	2.745188	0.439804
1.971920	2.870296	0.756061
2.110965	2.754972	0.608899
1.992476	2.765427	0.685777
1.955188	2.887279	0.626411
1.907828	2.768238	0.655250
2.067273	2.829243	0.598939
1.953849	2.899579	0.627995
1.906438	2.722975	0.482213
1.868030	2.724203	0.573066
1.937429	2.818732	0.701694
1.900302	2.899826	0.647092
1.986966	2.695532	0.620438
2.137259	2.670769	0.666447
1.943163	2.613045	0.534657
2.028379	2.616449	0.560691
2.042952	2.795080	0.661182
1.891689	2.650682	0.560976
1.968753	2.784189	0.631971
2.043875	2.853615	0.696628
1.882249	2.736042	0.772341
1.927669	2.676959	0.759859
1.866026	2.737852	0.631604
1.940005	2.847364	0.645427
1.980327	2.793590	0.588914
2.032647	2.679207	0.592653
1.931765	2.714041	0.710283
1.911260	2.689706	0.591432
1.913098	2.600263	0.693576
1.902116	2.854492	0.731882
1.841706	2.639366	0.759501
1.980771	2.573929	0.651438
2.009424	2.715994	0.757373
1.938930	2.620274	0.622145
2.029902	2.826624	0.742322
2.027624	2.617245	0.723692
1.951475	2.702327	0.734799
2.163236	2.729685	0.830156
1.974029	2.506502	0.770075
2.034624	2.766661	0.735163
1.843604	2.636635	0.635229
2.046547	2.688525	0.709308
2.004440	2.760798	0.810336
2.097527	2.580300	0.828291
1.836890	2.784834	0.813726
1.917088	2.552162	0.722437
1.924413	2.651081	0.765476
1.895136	2.717678	0.643141
1.984433	2.640774	0.773899
1.987479	2.572714	0.720542
1.917289	2.579229	0.764357
1.991796	2.622906	0.788225
1.953928	2.585735	0.857631
1.977791	2.606772	0.708815
2.032377	2.652025	0.840179
2.060415	2.650151	0.797903
1.893476	2.552550	0.826129
2.003080	2.662876	0.705831
1.998729	2.563041	0.769160
1.955650	2.640053	0.724726
1.943311	2.455075	0.880548
1.842605	2.586638	0.797616
1.881858	2.417941	0.724113
1.917824	2.493838	0.809110
1.863276	2.538325	0.746842
1.885403	2.534675	0.843156
1.783078	2.554169	0.761526
1.816322	2.638211	0.903616
1.958940	2.524812	0.809329
2.028002	2.546975	0.789470
1.840689	2.555669	0.834784
1.991639	2.533186	0.774846
2.052570	2.446662	0.777251
1.905557	2.553545	0.805466
1.962872	2.476984	1.060329
1.934578	2.427989	0.828202
1.945418	2.443795	0.879279
2.055030	2.548017	0.933645
2.054969	2.438418	0.891833
1.882298	2.443639	0.877978
1.869749	2.436530	0.879008
1.853741	2.505450	0.833618
1.977961	2.530797	0.942728
1.866182	2.474878	0.903955
1.901502	2.366334	0.925241
1.922761	2.570240	0.845952
1.808371	2.530849	0.812121
2.005354	2.540953	0.973198
1.781299	2.435384	0.929746
1.915706	2.483988	0.881558
1.972514	2.476559	0.980134
1.875097	2.461703	0.785209
1.920603	2.551974	1.008574
1.939521	2.480639	1.044791
1.873709	2.491577	0.992492
1.892427	2.513978	0.910699
1.837805	2.230913	0.896682
1.852470	2.398874	1.004127
1.950531	2.297887	0.982778
1.809660	2.292758	1.002964
1.889983	2.424437	1.026225
1.845156	2.464413	0.917953
1.801131	2.407089	1.007038
1.818544	2.309641	1.023525
1.897024	2.289090	0.950907
1.808936	2.202811	1.105543
1.894122	2.443507	0.984406
1.802332	2.285858	0.945778
1.835332	2.230167	0.986520
1.830148	2.406523	1.059912
1.843567	2.371504	0.941563
1.776559	2.323506	1.035471
1.859780	2.427014	1.083451
1.946942	2.278559	1.060934
1.790090	2.259924	1.064919
1.800667	2.250139	1.076474
1.809139	2.376347	1.032191
1.852518	2.317713	1.042244
1.885531	2.224729	0.852344
1.757623	2.254054	1.097295
2.024555	2.238373	1.015534
1.887012	2.294117	1.087844
1.841621	2.123572	1.087540
1.856312	2.147569	1.120419
1.913695	2.303199	1.050361
1.874625	2.188604	0.981032
1.849731	2.137873	1.078994
1.852357	2.183808	1.238627
1.810465	2.255594	1.082796
1.924939	2.209145	1.006137
1.884716	2.116071	1.041602
1.814446	2.187885	1.083271
1.819903	2.227277	1.062304
1.883615	2.149245	1.022121
1.765283	2.176032	1.194180
1.847220	2.166828	1.122355
1.757694	2.067915	1.055321
1.768941	2.370327	1.277538
1.990121	2.093648	1.269025
1.792498	2.302707	1.174319
1.770682	2.297933	1.266526
1.764746	2.192692	1.004137
1.813866	2.133628	1.122720
1.963577	2.056980	1.140584
1.898509	2.052969	1.095087
1.924749	2.246921	1.132819
1.904637	2.257236	1.138736
1.898921	2.103192	1.071737
1.839047	2.110988	1.107679
1.812565	2.106725	1.202016
1.915216	2.196198	1.178558
1.795478	2.213039	1.181496
1.790973	2.119710	1.055956
1.799791	2.061038	1.137582
1.862790	2.176551	1.327646
1.796381	2.068915	1.153620
1.873200	1.944444	1.179296
1.853990	2.032155	1.180189
1.905776	2.069008	1.305834
1.953524	2.107442	1.198286
1.948655	1.872525	1.107573
1.887122	2.241953	1.278981
1.842524	2.015765	1.273341
1.914851	2.101272	1.240162
1.904842	2.062358	1.277520
1.899477	1.963786	1.241394
1.834558	1.938148	1.165142
1.778434	2.100685	1.235981
1.834483	2.040053	1.301773
1.861690	2.016341	1.247822
1.905571	1.968671	1.363970
1.780053	1.978720	1.318830
1.999651	1.849139	1.334378
1.857098	1.954709	1.300107
1.730987	1.923602	1.308982
1.744844	1.988752	1.230801
1.785881	2.052474	1.196896
1.816774	2.002038	1.307314
1.774368	1.987907	1.214403
1.781662	2.074176	1.343243
1.817836	1.982985	1.238472
1.838181	1.909755	1.259075
1.807252	1.892876	1.316782
1.847251	1.911885	1.095927
1.750344	1.845599	1.341177
1.760249	1.883537	1.379971
1.755922	1.930697	1.274230
1.778632	1.822600	1.285030
1.851543	1.831876	1.274010
1.977226	1.917899	1.356590
1.765534	1.971207	1.425104
1.766653	1.967592	1.438727
1.656386	1.946320	1.284422
1.910517	1.816209	1.390742
1.678688	1.954334	1.354197
1.907058	1.811350	1.368133
1.923705	1.857581	1.387807
1.861796	1.737538	1.319927
1.894267	1.694806	1.446277
1.764360	1.996965	1.398585
1.748069	1.910727	1.476696
1.853025	1.798278	1.480443
