E_x	E_y	E_z
1.634105	1.699671	1.663560
1.684219	1.670678	1.677068
1.612550	1.615212	1.668165
1.434516	1.573221	1.569875
1.701195	1.776482	1.772558
1.625769	1.739618	1.624346
1.770216	1.614425	1.659557
1.723518	1.604008	1.598786
1.606193	1.662362	1.671453
1.651781	1.495352	1.714818
1.604869	1.515203	1.726338
1.648827	1.603934	1.642582
1.630137	1.703448	1.775958
1.530575	1.650420	1.682890
1.595344	1.574513	1.763320
1.657353	1.651151	1.659436
1.597579	1.526986	1.721957
1.672525	1.541574	1.742405
1.692820	1.548996	1.727318
1.792371	1.635470	1.719777
1.796959	1.681559	1.646247
1.616444	1.483493	1.755000
1.689251	1.620906	1.576761
1.648822	1.684007	1.546795
1.670035	1.571282	1.605514
1.599315	1.548247	1.725325
1.774258	1.539411	1.738576
1.538028	1.562582	1.762617
1.573329	1.534399	1.463843
1.728341	1.592824	1.650865
1.670805	1.458873	1.806329
1.728149	1.631980	1.584244
1.591234	1.523848	1.816255
1.640996	1.563067	1.695337
1.589919	1.603567	1.783163
1.703754	1.615451	1.679102
1.751526	1.550673	1.772599
1.674198	1.589170	1.644165
1.667243	1.552318	1.715574
1.552808	1.556824	1.703769
1.777936	1.615278	1.693976
1.744039	1.498127	1.595043
1.642077	1.533289	1.671866
1.759521	1.563355	1.805388
1.736586	1.570636	1.637578
1.723345	1.534259	1.754735
1.634982	1.412525	1.708129
1.823762	1.548678	1.574715
1.606105	1.488839	1.722927
1.565185	1.384583	1.714367
1.626811	1.412467	1.831416
1.681094	1.399725	1.788990
1.704058	1.420876	1.798241
1.715306	1.338344	1.743498
1.670479	1.398665	1.676928
1.716780	1.428260	1.810973
1.640116	1.516548	1.654180
1.550520	1.420236	1.845378
1.714204	1.491030	1.745474
1.736189	1.381477	1.723313
1.825681	1.266042	1.644291
1.769993	1.473563	1.852134
1.698719	1.597014	1.647816
1.679168	1.293842	1.616738
1.674696	1.414349	1.688096
1.651365	1.399135	1.692523
1.892464	1.368725	1.742523
1.721232	1.566818	1.730616
1.835996	1.499576	1.575264
1.725473	1.377193	1.576191
1.615667	1.430843	1.811623
1.724417	1.299946	1.752165
1.730318	1.366188	1.678211
1.569077	1.421594	1.822425
1.696830	1.578701	1.694819
1.541731	1.475879	1.735574
1.784499	1.346632	1.634916
1.783344	1.307410	1.683457
1.624937	1.440637	1.600468
1.837008	1.348975	1.704879
1.771471	1.414532	1.758021
1.748906	1.399351	1.613616
1.679635	1.351018	1.648822
1.630457	1.403092	1.696526
1.615454	1.290658	1.762948
1.683639	1.333947	1.640529
1.776224	1.300990	1.738526
1.909938	1.288171	1.796507
1.850775	1.314749	1.713851
1.764877	1.215582	1.714542
1.859551	1.227545	1.890915
1.770693	1.394799	1.531705
1.823976	1.451919	1.665746
1.753956	1.339048	1.576163
1.792786	1.194862	1.582715
1.738751	1.433340	1.631660
1.887586	1.200201	1.679048
1.755223	1.329965	1.707216
1.858199	1.281745	1.696126
1.817439	1.305785	1.735453
1.761581	1.277522	1.632654
1.862257	1.409519	1.533870
1.899908	1.400983	1.614895
1.817413	1.237525	1.705523
1.757583	1.332970	1.623637
1.741586	1.360276	1.598278
1.732391	1.245031	1.617074
1.853051	1.230752	1.813077
1.740779	1.284974	1.637979
1.685047	1.271456	1.572914
1.644956	1.293795	1.486121
1.787829	1.340941	1.665186
1.620828	1.281238	1.548046
1.824281	1.300043	1.579687
1.833017	1.300861	1.641373
1.938117	1.268770	1.586677
1.725763	1.291170	1.648606
1.861659	1.331541	1.689513
1.759433	1.245599	1.589597
1.969404	1.308918	1.643617
1.805983	1.054738	1.724403
1.825083	1.255367	1.641269
1.768935	1.288732	1.772304
1.989059	1.081456	1.627167
1.758631	1.194015	1.594609
1.852102	1.130469	1.670842
1.837902	1.336127	1.559647
1.970231	1.216240	1.656906
1.747775	1.304015	1.682032
2.004569	1.140018	1.548770
1.743378	1.172692	1.680780
1.902078	1.248995	1.548873
1.783555	1.193579	1.755119
1.769386	1.085255	1.621422
1.937180	1.256819	1.595979
1.909514	1.237500	1.644193
1.784065	1.210229	1.763658
1.961437	1.364063	1.463908
1.883581	1.136565	1.699584
1.913875	1.159733	1.616489
1.905911	1.322003	1.635003
1.751378	1.216016	1.661909
1.895662	1.357163	1.519122
2.030177	1.196724	1.527095
1.884665	1.037684	1.572401
1.879619	1.218805	1.446247
1.958069	1.211183	1.734608
2.010194	1.250270	1.639862
1.819346	1.189891	1.524322
1.935506	1.169125	1.510549
1.932458	1.108474	1.457533
1.750009	1.232743	1.562991
1.854370	1.290686	1.738438
1.887931	1.232213	1.546286
2.010005	1.166188	1.481077
1.806960	1.359992	1.533603
1.882990	1.193883	1.428438
2.041914	1.201240	1.572590
2.003470	1.247746	1.496286
1.978133	1.231828	1.673344
2.040869	1.072033	1.566979
1.909528	1.138583	1.620485
1.960243	1.130652	1.529129
1.973837	1.224336	1.343603
2.091175	1.133527	1.488675
1.955038	1.129509	1.498867
1.785942	1.085856	1.604882
1.767976	1.156536	1.404622
1.846521	1.333714	1.517953
1.851374	1.131652	1.670463
1.881105	1.174552	1.626469
2.023458	1.251940	1.518924
1.838975	1.337966	1.578842
1.918027	1.086739	1.441477
1.957732	1.191828	1.503245
1.748097	1.192264	1.627771
1.858561	1.192779	1.534295
1.886597	1.167567	1.422114
1.957458	1.212673	1.551019
1.944987	1.092787	1.459382
1.839288	1.117004	1.504713
2.074426	1.186150	1.438665
1.937748	1.183541	1.411381
2.037521	1.292060	1.466126
1.941200	1.289580	1.402047
2.000628	1.228487	1.361817
2.000980	1.056969	1.396103
1.962955	1.110244	1.495401
2.041325	1.269998	1.395382
1.860775	1.145594	1.401197
1.821584	1.211147	1.304262
2.006076	1.247148	1.408195
1.944453	1.266624	1.376027
2.099661	1.102800	1.430041
2.096223	1.281390	1.411349
1.923796	1.286655	1.334932
2.031331	1.073128	1.355789
1.980905	1.252409	1.293942
2.089267	1.149360	1.436221
2.118671	1.238538	1.293416
2.027654	1.252109	1.369646
2.013613	1.174395	1.231638
1.974994	1.261493	1.328664
1.949944	1.282657	1.353926
2.080533	1.219363	1.530417
2.043406	1.160499	1.465141
1.930155	1.116314	1.306644
2.025610	1.173253	1.322301
1.942821	1.311554	1.389642
2.076027	1.079961	1.309237
2.191464	1.274452	1.365725
1.871142	1.246524	1.338114
2.038296	1.180750	1.322179
1.946525	1.219960	1.266254
1.956876	1.211831	1.378532
2.148661	1.122884	1.487584
2.095538	1.132772	1.282607
2.028614	1.178364	1.196057
2.037006	1.310040	1.391163
2.010825	1.190770	1.211486
2.116322	1.161150	1.278496
2.043184	1.041295	1.239755
2.085098	1.127109	1.363082
2.029916	1.131355	1.341616
2.032966	1.256546	1.302393
2.104307	1.239473	1.392149
2.161510	1.204298	1.326315
2.101881	1.179049	1.284200
2.114449	1.200146	1.313174
2.045279	1.339755	1.343797
2.139533	1.187892	1.185122
1.969849	1.265592	1.229762
2.131427	1.243277	1.319470
2.105257	1.208841	1.409765
2.054075	1.267137	1.219821
2.044531	1.041510	1.108453
1.998004	1.380881	1.198277
2.118257	1.218150	1.165620
2.120584	1.140187	1.099296
2.105173	1.308074	1.235988
2.075700	1.013379	1.146425
2.078549	1.227862	1.198937
2.075450	1.311375	1.263138
2.193338	1.114242	1.183437
2.091348	1.267137	1.133308
2.080193	1.239864	1.229881
2.140923	1.348819	1.308803
2.109592	1.353024	1.331937
2.045186	1.379322	1.135647
2.106644	1.262974	1.264788
2.213453	1.258488	1.181711
2.002405	1.271331	1.163886
2.121425	1.248415	1.152617
2.117941	1.224471	1.171389
2.044187	1.128980	1.148589
2.167908	1.232072	1.258224
2.081729	1.216424	1.191775
1.970456	1.334592	1.214735
2.215695	1.205382	1.216597
2.135239	1.292881	1.222182
2.040862	1.151294	1.175217
2.124664	1.326712	1.055071
2.006750	1.222872	1.123591
2.112119	1.154896	1.157681
2.088500	1.325368	1.171057
2.143167	1.296455	1.201520
2.327147	1.214518	1.170039
2.232826	1.119228	1.195503
2.041899	1.276622	1.256585
2.184723	1.277823	1.052798
2.341964	1.199955	1.090643
2.272044	1.322187	1.182421
2.103009	1.273567	1.078542
2.136471	1.212897	1.166444
2.010434	1.314297	1.129506
2.178084	1.400900	1.086681
2.193443	1.264330	1.038332
2.084267	1.261824	1.109375
2.180266	1.306679	0.999028
2.180180	1.300578	1.043484
2.142639	1.400587	1.072515
2.250163	1.269593	1.040411
2.135294	1.280124	0.990263
2.166020	1.388890	1.023206
2.303783	1.285948	1.061283
2.270551	1.251107	1.039949
2.303141	1.305850	1.060477
2.111000	1.332306	1.044339
2.185147	1.425606	0.968409
2.212332	1.425653	0.982905
2.315950	1.241155	1.023795
2.184331	1.360455	1.051197
2.214966	1.326262	0.963297
2.224770	1.250301	1.063495
2.150035	1.372435	1.038006
2.368384	1.306764	0.917151
2.250928	1.336369	0.989698
2.042520	1.319358	0.948523
2.232906	1.284235	0.967309
2.297460	1.311858	0.978428
2.178743	1.542627	0.982430
2.325622	1.413059	0.882488
2.029014	1.398507	0.863553
2.251183	1.332140	0.852439
2.233771	1.403376	0.904542
2.247059	1.382637	0.894247
2.330520	1.504737	0.846234
2.286904	1.425952	0.947497
2.382867	1.322032	0.942561
2.295936	1.318205	0.814805
2.270057	1.248437	0.983339
2.169220	1.424208	0.797379
2.234862	1.407205	0.786248
2.366577	1.370842	0.908992
2.161902	1.418681	0.856769
2.243366	1.516233	0.992782
2.169839	1.585589	1.007628
2.179110	1.433722	0.911537
2.191175	1.376144	0.970863
2.282433	1.526333	0.935386
2.365655	1.423877	0.890223
2.144389	1.305062	0.932626
2.209800	1.369480	0.765006
2.166546	1.499439	0.866557
2.249452	1.540871	0.911088
2.361244	1.472040	0.861349
2.341045	1.383319	0.828391
2.218961	1.476963	0.820341
2.372753	1.558600	0.851191
2.291452	1.382741	0.812229
2.261975	1.519264	0.860799
2.306803	1.462969	0.823745
2.249282	1.470830	0.905331
2.151037	1.482923	0.759793
2.327118	1.538158	0.847022
2.268200	1.517763	0.850159
2.352411	1.358299	0.757585
2.326899	1.474453	0.850513
2.293233	1.675632	0.698001
2.212088	1.602341	0.924121
2.364847	1.552088	0.775921
2.225257	1.549639	0.811902
2.165625	1.616912	0.697400
2.447335	1.423669	0.917993
2.210264	1.511402	0.604759
2.157456	1.484946	0.849921
2.203705	1.614861	0.834566
2.363072	1.731689	0.727466
2.347828	1.448946	0.744950
2.210296	1.467686	0.842261
2.310933	1.637120	0.734445
2.339928	1.759808	0.844591
2.235208	1.637525	0.696736
2.309005	1.728048	0.682565
2.317976	1.669025	0.718097
2.322680	1.613119	0.702028
2.357943	1.580777	0.855013
2.263796	1.583370	0.687303
2.286201	1.471568	0.744591
2.394771	1.558695	0.683181
2.271220	1.604278	0.727210
2.309932	1.593726	0.750488
2.102671	1.628595	0.599228
2.228615	1.677139	0.722883
2.326940	1.668596	0.710543
2.276936	1.593107	0.738857
2.280934	1.704670	0.675814
2.406627	1.796602	0.816140
2.262500	1.687005	0.555531
2.384921	1.619496	0.590258
2.330505	1.600672	0.512838
2.260443	1.762135	0.658835
2.283812	1.657542	0.631617
2.454344	1.825819	0.701511
2.260545	1.525491	0.688491
2.321482	1.852693	0.495968
2.255333	1.674387	0.567098
2.218150	1.661303	0.605815
2.347661	1.762689	0.591210
2.446188	1.779283	0.655304
2.491950	1.579405	0.691254
2.244183	1.768825	0.710175
2.479275	1.803490	0.498526
2.392626	1.762321	0.448717
2.280041	1.726825	0.502237
2.284140	1.831741	0.637521
2.350333	1.641021	0.561350
2.328867	1.861667	0.529502
2.459291	1.739657	0.527814
2.531566	1.814030	0.530964
2.392329	1.757753	0.617848
2.486336	1.586372	0.601637
2.360314	1.836121	0.574929
2.274020	1.850244	0.485173
2.262691	1.694372	0.529851
2.349689	1.820474	0.589365
2.414610	1.839989	0.718605
2.336783	1.841408	0.715899
2.419330	1.752764	0.497876
2.433680	1.845060	0.546063
2.570050	1.731602	0.441893
2.317344	1.918410	0.439100
2.286425	1.793867	0.602553
2.365051	1.826997	0.760854
2.370899	1.770576	0.622660
2.403973	1.875263	0.525845
2.320415	1.813052	0.469039
2.421027	1.866295	0.577565
2.298344	1.836815	0.629883
2.275264	1.863649	0.510350
2.365132	1.962502	0.538916
2.477771	2.086204	0.585087
2.370610	1.927681	0.527314
2.386036	1.999236	0.415668
2.399420	1.900289	0.492931
2.369741	1.985120	0.401087
2.276825	1.854771	0.537180
2.423341	1.846542	0.435315
2.343324	1.845131	0.568796
2.420032	1.916163	0.516789
2.378016	1.949209	0.597734
2.361114	1.737509	0.443390
2.303456	1.965789	0.429364
2.422242	1.984021	0.574769
2.429077	1.991913	0.431685
2.480050	1.947385	0.463246
2.510044	1.962582	0.526420
2.334005	1.947576	0.520275
2.454485	1.920091	0.535568
2.316519	1.969549	0.508681
2.369759	2.006775	0.457320
2.380250	2.033243	0.488089
2.344942	2.072699	0.375339
2.421287	1.993212	0.482282
2.303088	1.889346	0.491796
2.383935	1.946315	0.447683
2.417371	1.958218	0.312244
2.401199	1.908663	0.461301
2.330555	2.050693	0.476271
2.405641	2.046839	0.358198
2.410074	1.970265	0.393349
2.360437	2.010208	0.410276
2.470606	2.065381	0.475427
2.403462	1.999053	0.528009
2.553011	1.959874	0.530136
2.452236	2.087451	0.422207
2.346877	2.007132	0.421306
2.447510	1.998961	0.395399
2.302292	2.099918	0.470741
2.317088	1.801633	0.531393
2.337886	2.133137	0.319502
2.358593	2.101471	0.366602
2.480204	1.962438	0.563678
2.385949	1.952572	0.505132
2.174746	2.043663	0.315338
2.382481	1.924047	0.257557
2.355753	2.098161	0.380317
2.420455	2.032137	0.353840
2.394591	2.126778	0.350065
2.397378	2.111232	0.390399
2.476405	2.035512	0.417010
2.465530	2.139411	0.387089
2.354306	2.201232	0.422538
2.448938	2.266777	0.362427
2.321449	2.115508	0.450686
2.483807	2.109949	0.404825
2.233755	2.174579	0.517767
2.379114	2.180775	0.306984
2.509495	2.112321	0.381927
2.368037	2.081839	0.291984
2.418782	2.182256	0.369266
2.418182	2.196753	0.384731
2.369012	2.162183	0.446719
2.345775	2.304472	0.303292
2.344031	2.214819	0.284678
2.367564	2.173006	0.265579
2.293164	2.238639	0.312120
2.389822	2.081349	0.291320
2.274746	2.251647	0.252401
2.336691	2.296028	0.217196
2.276698	2.120044	0.314341
2.279555	2.160442	0.426410
2.412052	2.112205	0.330286
2.389841	2.232023	0.288592
2.333941	2.292554	0.266917
2.370917	2.325366	0.325190
2.309561	2.161105	0.316639
2.414015	2.274167	0.392363
2.227479	2.280342	0.337614
2.248008	2.140301	0.236952
2.391398	2.349757	0.289716
2.381858	2.289165	0.354993
2.460810	2.234642	0.167385
2.335440	2.188493	0.302340
2.399459	2.220474	0.233435
2.415190	2.239965	0.359527
2.221361	2.346086	0.362268
2.402493	2.432354	0.287337
2.261476	2.274917	0.271881
2.347467	2.230551	0.439486
2.313286	2.399505	0.322586
2.263496	2.127791	0.277373
2.283991	2.261309	0.412825
2.355165	2.345860	0.411396
2.278437	2.429586	0.285126
2.256625	2.402944	0.241331
2.237214	2.370324	0.184546
2.375383	2.314445	0.226696
2.283720	2.372157	0.336318
2.234650	2.263424	0.331306
2.316370	2.376112	0.320305
2.317677	2.313447	0.208146
2.308671	2.449210	0.308561
2.284439	2.372279	0.364582
2.293989	2.350538	0.247582
2.316541	2.310495	0.271148
2.367606	2.338231	0.159533
2.420465	2.474248	0.452361
2.307677	2.444173	0.208368
2.425042	2.390778	0.261248
2.463240	2.312134	0.276131
2.215188	2.448789	0.206054
2.178804	2.409319	0.434243
2.370673	2.457117	0.258096
2.315599	2.434978	0.136122
2.371469	2.455594	0.239145
2.302170	2.517243	0.091205
2.259079	2.410735	0.319427
2.297645	2.384397	0.324142
2.193465	2.465180	0.195398
2.219840	2.549852	0.245807
2.288794	2.538260	0.252308
2.323966	2.500171	0.285716
2.446654	2.346761	0.399671
2.216573	2.534324	0.242025
2.313436	2.391312	0.309332
2.393300	2.457685	0.240167
2.318691	2.487409	0.313100
2.270700	2.452330	0.396379
2.336409	2.680911	0.256504
2.347723	2.520590	0.240083
2.312202	2.554862	0.082349
2.219654	2.546569	0.157338
2.259068	2.452209	0.296508
2.403675	2.408569	0.258470
2.221885	2.525040	0.248051
2.315974	2.529481	0.362692
2.197444	2.611180	0.312000
2.275271	2.571323	0.194081
2.437251	2.453298	0.102240
2.282776	2.519207	0.288784
2.383499	2.535783	0.309532
2.382541	2.603706	0.470151
2.339803	2.499987	0.193215
2.241785	2.479496	0.236972
2.155174	2.385144	0.170870
2.295193	2.566545	0.335435
2.293707	2.599476	0.212933
2.298293	2.626931	0.321971
2.144353	2.633588	0.346551
2.278234	2.559788	0.336857
2.369162	2.788768	0.283955
2.439058	2.659719	0.276614
2.258124	2.537176	0.192759
2.155114	2.539142	0.149347
2.187528	2.733426	0.343660
2.261111	2.574377	0.368646
2.221804	2.662271	0.138595
2.283648	2.670846	0.311483
2.253909	2.610019	0.291988
2.203860	2.698612	0.147488
2.176079	2.558114	0.322542
2.082028	2.617368	0.331120
2.224026	2.628656	0.414405
2.337192	2.640361	0.348994
2.170936	2.663202	0.303600
2.204955	2.612445	0.243925
2.326341	2.669903	0.303617
2.117712	2.666421	0.282917
2.391816	2.571189	0.232443
2.227175	2.517094	0.337137
2.409796	2.605083	0.302257
2.258521	2.704562	0.244659
2.110053	2.735248	0.431203
2.273274	2.636900	0.253573
2.237845	2.633667	0.430131
2.256234	2.683649	0.291103
2.189774	2.532255	0.203952
2.282266	2.583297	0.181328
2.123119	2.488616	0.378615
2.226519	2.672419	0.252679
2.222175	2.736217	0.334934
2.137208	2.603787	0.322513
2.209245	2.696857	0.308965
2.272235	2.599891	0.226709
2.076266	2.702578	0.328125
2.139092	2.609038	0.411381
2.123100	2.765546	0.216675
2.197847	2.618376	0.395177
2.275633	2.594481	0.270328
2.225670	2.702491	0.298776
2.220165	2.729613	0.263633
2.160632	2.652688	0.237647
2.269040	2.732367	0.380456
2.162461	2.576853	0.347189
2.158844	2.676152	0.189431
2.198542	2.786804	0.305221
2.076485	2.630538	0.250250
2.109828	2.720855	0.447889
2.239229	2.835778	0.432067
2.138980	2.703233	0.364183
2.194940	2.698053	0.431622
2.136925	2.795379	0.165344
2.160628	2.709678	0.351588
2.065699	2.758769	0.248451
2.386486	2.700275	0.434269
2.168078	2.821583	0.222126
2.172599	2.740475	0.364663
2.002657	2.701477	0.363933
2.218888	2.735459	0.210628
2.231517	2.742286	0.317489
2.134292	2.705029	0.360557
2.194452	2.882121	0.386525
2.193055	2.787606	0.361415
2.187747	2.699758	0.320125
2.174645	2.858118	0.483045
2.281200	2.588967	0.367087
2.169256	2.718076	0.397463
2.151818	2.852806	0.315340
2.237394	2.752889	0.359903
2.006300	2.870445	0.501013
2.159672	2.680605	0.495639
2.238697	2.731345	0.477251
2.196295	2.782587	0.356067
2.236947	2.775526	0.339832
2.239042	2.833617	0.435766
2.200139	2.795495	0.451381
1.948896	2.692006	0.352115
2.187237	2.800266	0.537407
1.946525	2.826306	0.436886
1.979090	2.853700	0.421414
2.005747	2.706366	0.372458
2.107545	2.892538	0.446768
2.149475	2.846375	0.455995
2.118243	2.773234	0.280360
2.052181	2.728570	0.327678
2.230676	2.733742	0.489404
2.033473	2.667064	0.522226
2.043559	2.726935	0.254082
2.236054	2.722173	0.525419
2.175251	2.795295	0.360646
2.150847	2.937237	0.602410
2.158750	2.841631	0.432381
2.179514	2.719485	0.345841
2.023923	2.754562	0.536103
2.069990	2.762224	0.478283
2.057060	2.795775	0.302732
2.032971	2.817376	0.406379
2.014322	2.966531	0.356336
2.150859	2.830464	0.405463
2.059296	2.728530	0.578455
2.231357	2.826666	0.587019
2.084260	2.896476	0.512605
1.958355	2.911087	0.561601
2.037409	2.781223	0.477936
2.038652	2.846094	0.570759
2.107193	2.690541	0.592448
2.042808	2.806049	0.443950
2.035798	2.723514	0.538102
2.073288	2.736434	0.589990
1.950837	2.770133	0.513963
2.017111	2.788165	0.449473
2.086976	2.778901	0.548735
1.913514	2.831949	0.502321
2.083731	2.769606	0.501101
2.148408	2.784725	0.618872
2.168088	2.939051	0.505286
2.049277	2.772874	0.453558
2.095784	2.844919	0.563761
1.927240	2.741021	0.519431
2.039073	2.719224	0.482424
2.163864	2.835753	0.562093
2.112100	2.804720	0.525776
1.809375	2.860568	0.523609
2.110460	2.865274	0.454853
2.099702	2.920387	0.568600
1.910499	2.790379	0.524719
2.120804	2.862254	0.566181
2.037049	2.811364	0.527325
1.962406	2.757903	0.510044
2.026669	2.704702	0.637290
1.995162	2.779665	0.477387
2.088782	2.681449	0.674298
1.932404	2.694465	0.549798
2.045312	2.829118	0.486979
1.982330	2.855599	0.576604
1.898475	2.884322	0.527832
1.851134	2.844644	0.791413
1.975317	2.850550	0.703298
1.936460	2.836712	0.556495
1.919043	2.695349	0.655936
1.873539	2.847775	0.615604
1.858907	2.912471	0.484662
2.044348	2.632796	0.606106
2.001097	2.802372	0.743504
2.120929	2.878398	0.723192
1.847108	2.746776	0.651771
1.907836	2.692211	0.739860
1.962804	2.654029	0.702838
1.964553	2.703690	0.646783
1.905998	2.844306	0.626278
1.954420	2.857059	0.546778
1.995604	2.864140	0.560984
1.970776	2.862499	0.758941
1.922626	2.787853	0.729791
2.019404	2.774964	0.610226
1.993251	2.830037	0.580589
2.005416	2.679406	0.647910
2.052912	2.692748	0.741182
1.832638	2.810015	0.772017
1.919484	2.883735	0.730215
1.930079	2.829013	0.665165
1.966680	2.630216	0.693163
2.052900	2.834289	0.782473
1.903589	2.880936	0.564764
2.005337	2.725782	0.551928
1.920257	2.765055	0.742734
1.843683	2.791107	0.486545
1.869942	2.749972	0.637009
1.863330	2.785901	0.762933
1.841883	2.799123	0.708285
1.986145	2.803797	0.743012
1.762503	2.813689	0.703044
1.835224	2.820355	0.586245
1.931567	2.860425	0.740343
1.884442	2.843027	0.867307
1.807827	2.781967	0.808454
1.805796	2.907214	0.692055
1.955924	2.698310	0.663574
1.931354	2.745362	0.717288
1.873051	2.761336	0.893833
1.939632	2.830166	0.908860
2.019241	2.756400	0.757745
1.909354	2.784416	0.851069
2.019550	2.798825	0.732200
1.882798	2.811860	0.737872
2.024050	2.821566	0.848272
1.922707	2.760799	0.703686
1.771189	2.693278	0.764843
1.843218	2.760428	0.856603
1.956585	2.785402	0.870720
1.853337	2.818702	0.801354
1.803608	2.664457	0.774907
1.954761	2.693122	0.905019
1.934605	2.777479	0.842000
1.886202	2.720075	0.839156
2.015125	2.762146	0.942877
1.851421	2.818178	0.976252
1.787281	2.640638	0.872373
1.935584	2.738504	0.812568
1.841465	2.751169	0.875288
1.738518	2.523123	0.929308
2.002721	2.595817	0.750189
1.882044	2.780302	0.893229
1.790455	2.640581	0.988925
1.663073	2.835265	0.898647
1.958619	2.902603	0.954890
1.790045	2.718800	0.893122
1.905623	2.742847	0.903562
1.864991	2.748830	0.782810
1.875350	2.794086	0.866018
1.900343	2.882766	0.779318
1.816158	2.669329	0.854306
1.877335	2.677781	0.773194
1.859033	2.617338	0.970881
1.776300	2.640979	0.882473
1.752275	2.824205	0.875842
1.892195	2.728922	0.988604
1.659835	2.711861	0.969369
1.773529	2.744415	0.976884
1.705337	2.617085	1.052852
1.741968	2.785031	0.933466
1.800569	2.771647	0.890300
1.752699	2.709893	1.033341
1.791998	2.739547	0.798590
1.793556	2.620644	1.046679
1.803763	2.645942	1.062164
1.784968	2.710590	1.008301
1.823556	2.667420	1.134204
1.755514	2.626573	0.914310
1.806017	2.733446	1.108104
1.775886	2.675756	1.103745
1.866733	2.562059	0.988467
1.837975	2.527901	1.072833
1.696630	2.591225	1.001771
1.938500	2.815573	0.954101
1.765897	2.713811	0.985013
1.829723	2.574937	1.099858
1.683673	2.511139	1.109208
1.764569	2.619497	0.976153
1.841633	2.589462	1.130864
1.571213	2.438951	1.116641
1.816881	2.562246	1.065450
1.781131	2.560865	0.986475
1.909678	2.593638	1.039240
1.722288	2.475941	1.032771
1.625533	2.418259	1.036543
1.776386	2.562528	1.062368
1.675132	2.659990	1.131403
1.787695	2.513756	1.199966
1.819263	2.724699	1.134693
1.741172	2.474755	1.048452
1.803822	2.521360	1.174002
1.868663	2.683138	1.103994
1.692757	2.618365	1.067393
1.766847	2.616344	1.061171
1.785326	2.602897	1.006413
1.772431	2.357562	1.252525
1.790268	2.535669	1.078509
1.804109	2.522237	1.051917
1.710846	2.397746	1.020266
1.729472	2.628354	1.080895
1.839240	2.419992	1.233987
1.685155	2.533515	1.131727
1.783343	2.578796	1.341382
1.799334	2.543863	1.177316
1.732189	2.561975	1.210201
1.666324	2.530975	1.152226
1.682614	2.447152	1.314145
1.910172	2.495550	1.213749
1.828874	2.567504	1.042813
1.716197	2.534932	1.189575
1.666215	2.480784	1.248736
1.474921	2.557958	1.183814
1.682471	2.359446	1.096436
1.758796	2.332891	1.319930
1.568043	2.470563	1.245226
1.909827	2.555605	1.118492
1.765593	2.417494	1.171353
1.709387	2.525809	1.290370
1.836682	2.423543	1.201895
1.774952	2.414308	1.318016
1.747388	2.328112	1.213826
1.646240	2.520169	1.317055
1.814730	2.391207	1.203791
1.697547	2.471235	1.213593
1.801562	2.502428	1.277750
1.660581	2.355741	1.274360
1.618035	2.474839	1.259634
1.587164	2.362737	1.302844
1.664873	2.390799	1.220640
1.658472	2.383066	1.237638
1.773888	2.418702	1.388953
1.718849	2.395551	1.237618
1.787031	2.416360	1.216671
1.741830	2.417314	1.144874
1.547975	2.338276	1.168563
1.612483	2.274226	1.175233
1.639253	2.365894	1.338816
1.690066	2.462313	1.306504
1.620605	2.396411	1.279806
1.742600	2.404999	1.282108
1.727901	2.322245	1.358660
1.662344	2.400208	1.237738
1.577888	2.413913	1.410495
1.611495	2.281191	1.388609
1.653930	2.500614	1.401014
1.695251	2.388670	1.264275
1.716643	2.267898	1.354446
1.812652	2.358361	1.358169
1.775349	2.209400	1.431708
1.656953	2.415646	1.178146
1.751638	2.305875	1.407382
1.544063	2.344102	1.154310
1.729715	2.366831	1.301478
1.501140	2.369532	1.287629
1.610809	2.315665	1.406814
1.563474	2.097724	1.450369
1.631849	2.302877	1.347127
1.657746	2.312343	1.320916
1.694006	2.335834	1.469686
1.681882	2.248332	1.252733
1.694844	2.304570	1.326168
1.616895	2.216275	1.438458
1.534154	2.357260	1.493918
1.632328	2.265739	1.497567
1.648051	2.207649	1.386771
1.558441	2.376353	1.310959
1.665130	2.172086	1.444607
1.711068	2.323902	1.400081
1.534587	2.160335	1.344127
1.660995	2.122063	1.431916
1.605307	2.164877	1.404827
1.788160	2.223147	1.423269
1.730827	2.239522	1.474158
1.737623	2.250149	1.479512
1.765657	2.183460	1.448019
1.747765	2.267762	1.495972
1.631919	2.226612	1.336994
1.595680	2.168232	1.396377
1.655153	2.193129	1.527778
1.760209	2.345060	1.439280
1.589126	2.088515	1.534547
1.626779	2.122965	1.503202
1.542661	2.177762	1.388853
1.538839	2.070239	1.420833
1.645118	2.223053	1.347127
1.616646	2.293460	1.523298
1.693032	2.242798	1.490707
1.566906	2.148031	1.436553
1.593258	2.093577	1.570500
1.760761	1.688096	1.552310
1.792141	1.661728	1.426869
1.738871	1.625600	1.470331
1.647979	1.621441	1.573849
1.915257	1.729548	1.419277
1.897981	1.606229	1.526413
1.759240	1.729264	1.528017
1.812367	1.749068	1.431178
1.850648	1.705799	1.687546
1.723450	1.667430	1.458493
1.665338	1.675894	1.281069
1.742202	1.560262	1.397036
1.771509	1.631346	1.724984
1.712544	1.560542	1.605457
1.783597	1.606856	1.536147
1.688944	1.783011	1.437188
1.737442	1.562334	1.387686
1.841913	1.695402	1.423463
1.746790	1.681627	1.350874
1.765263	1.652633	1.373395
1.838282	1.691943	1.400211
